order_id,order_date,store_id,region,product_id,category,quantity,unit_price,discount
O00756,2026-03-20,S02,Hamburg,P07,Bakery,9,1.39,0.15
O00757,2026-03-14,S02,Hamburg,P06,Frozen,8,4.57,0.1
O00758,2026-01-30,S01,Berlin,P03,Dairy,6,1.14,0.0
O00759,2026-03-08,S03,Munich,P04,Produce,8,0.87,0.0
O00760,2026-01-06,S03,Munich,P01,Beverages,9,3.59,0.15
O00761,2026-02-03,S05,Frankfurt,P05,Household,10,5.14,0.0
O00762,2026-02-16,S05,Frankfurt,P06,Frozen,2,4.21,0.0
O00763,2026-01-29,S05,Frankfurt,P04,Produce,6,0.85,0.0
O00764,2026-03-03,S05,Frankfurt,P01,Beverages,9,3.77,0.0
O00765,2026-01-30,S01,Berlin,P05,Household,5,5.18,0.1
O00766,2026-03-19,S01,Berlin,P06,Frozen,4,4.13,0.0
O00767,2026-01-15,S04,Cologne,P06,Frozen,8,4.18,0.0
O00768,2026-03-24,S04,Cologne,P01,Beverages,4,3.18,0.0
O00769,2026-01-21,S02,Hamburg,P06,Frozen,9,3.81,0.0
O00770,2026-01-08,S02,Hamburg,P03,Dairy,3,1.2,0.0
O00771,2026-03-14,S01,Berlin,P06,Frozen,5,4.58,0.15
O00772,2026-03-02,S04,Cologne,P02,Snacks,4,2.13,0.0
O00773,2026-03-16,S02,Hamburg,P05,Household,9,5.24,0.0
O00774,2026-02-13,S04,Cologne,P05,Household,10,5.03,0.0
O00775,2026-01-17,S01,Berlin,P01,Beverages,4,3.52,0.0
O00776,2026-03-29,S04,Cologne,P07,Bakery,3,1.53,0.15
O00777,2026-03-18,S01,Berlin,P07,Bakery,9,1.5,0.1
O00778,2026-03-26,S02,Hamburg,P05,Household,9,5.86,0.0
O00779,2026-03-28,S04,Cologne,P05,Household,7,5.36,0.15
O00780,2026-02-24,S02,Hamburg,P07,Bakery,8,1.59,0.0
O00781,2026-03-17,S05,Frankfurt,P01,Beverages,7,3.24,0.0
O00782,2026-01-30,S01,Berlin,P03,Dairy,10,1.29,0.0
O00783,2026-01-25,S01,Berlin,P06,Frozen,1,4.27,0.05
O00784,2026-02-18,S02,Hamburg,P06,Frozen,6,4.12,0.1
O00785,2026-03-25,S05,Frankfurt,P03,Dairy,5,1.29,0.0
O00786,2026-02-16,S05,Frankfurt,P03,Dairy,7,1.26,0.0
O00787,2026-03-13,S04,Cologne,P02,Snacks,6,2.02,0.0
O00788,2026-02-09,S05,Frankfurt,P03,Dairy,7,1.26,0.0
O00789,2026-03-26,S01,Berlin,P06,Frozen,4,4.16,0.0
O00790,2026-01-21,S01,Berlin,P02,Snacks,9,1.96,0.0
O00791,2026-03-12,S05,Frankfurt,P06,Frozen,1,3.92,0.0
O00792,2026-01-01,S01,Berlin,P07,Bakery,3,1.49,0.0
O00793,2026-01-12,S01,Berlin,P03,Dairy,4,1.17,0.0
O00794,2026-02-19,S04,Cologne,P05,Household,9,5.27,0.0
O00795,2026-01-08,S02,Hamburg,P06,Frozen,8,4.15,0.15
O00796,2026-03-08,S03,Munich,P02,Snacks,1,2.11,0.0
O00797,2026-03-31,S02,Hamburg,P05,Household,3,5.69,0.0
O00798,2026-03-25,S01,Berlin,P02,Snacks,2,2.2,0.0
O00799,2026-02-15,S04,Cologne,P04,Produce,10,0.75,0.15
O00800,2026-01-09,S01,Berlin,P05,Household,5,5.75,0.0
O00801,2026-03-16,S03,Munich,P03,Dairy,5,1.13,0.0
O00802,2026-02-28,S04,Cologne,P05,Household,1,5.24,0.0
O00803,2026-01-14,S05,Frankfurt,P01,Beverages,9,3.36,0.0
O00804,2026-03-07,S03,Munich,P05,Household,10,5.23,0.0
O00805,2026-02-18,S05,Frankfurt,P04,Produce,4,0.84,0.0
O00806,2026-02-28,S04,Cologne,P05,Household,1,5.48,0.1
O00807,2026-03-23,S02,Hamburg,P06,Frozen,4,4.45,0.0
O00808,2026-02-15,S05,Frankfurt,P05,Household,1,5.72,0.1
O00809,2026-01-12,S04,Cologne,P06,Frozen,6,3.84,0.0
O00810,2026-03-02,S03,Munich,P03,Dairy,4,1.29,0.15
O00811,2026-03-29,S02,Hamburg,P04,Produce,4,0.76,0.1
O00812,2026-01-27,S02,Hamburg,P02,Snacks,4,2.13,0.0
O00813,2026-01-14,S01,Berlin,P01,Beverages,8,3.58,0.0
O00814,2026-03-11,S01,Berlin,P07,Bakery,8,1.46,0.0
O00815,2026-03-15,S03,Munich,P04,Produce,3,0.88,0.0
O00816,2026-02-05,S04,Cologne,P02,Snacks,10,1.85,0.0
O00817,2026-02-24,S04,Cologne,P05,Household,1,5.5,0.0
O00818,2026-03-29,S02,Hamburg,P04,Produce,2,0.83,0.0
O00819,2026-03-30,S01,Berlin,P01,Beverages,4,3.42,0.1
O00820,2026-03-20,S03,Munich,P02,Snacks,9,1.91,0.15
O00821,2026-02-13,S03,Munich,P02,Snacks,8,1.97,0.0
O00822,2026-02-17,S03,Munich,P07,Bakery,7,1.43,0.05
O00823,2026-03-15,S02,Hamburg,P07,Bakery,2,1.57,0.0
O00824,2026-03-13,S04,Cologne,P07,Bakery,7,1.41,0.0
O00825,2026-01-20,S04,Cologne,P07,Bakery,1,1.4,0.0
O00826,2026-03-22,S05,Frankfurt,P05,Household,6,5.81,0.0
O00827,2026-03-13,S05,Frankfurt,P01,Beverages,7,3.22,0.05
O00828,2026-02-02,S04,Cologne,P07,Bakery,2,1.48,0.0
O00829,2026-02-16,S03,Munich,P05,Household,9,5.98,0.05
O00830,2026-02-22,S01,Berlin,P03,Dairy,10,1.13,0.0
O00831,2026-03-25,S05,Frankfurt,P02,Snacks,5,1.94,0.0
O00832,2026-03-04,S04,Cologne,P01,Beverages,7,3.58,0.0
O00833,2026-01-19,S02,Hamburg,P06,Frozen,6,4.13,0.0
O00834,2026-02-21,S01,Berlin,P01,Beverages,3,3.39,0.0
O00835,2026-03-25,S03,Munich,P06,Frozen,5,4.29,0.0
O00836,2026-02-26,S03,Munich,P06,Frozen,10,4.22,0.0
O00837,2026-01-22,S02,Hamburg,P07,Bakery,1,1.39,0.1
O00838,2026-03-31,S01,Berlin,P02,Snacks,3,1.96,0.1
O00839,2026-03-12,S01,Berlin,P01,Beverages,7,3.52,0.0
O00840,2026-01-14,S03,Munich,P05,Household,3,5.04,0.0
O00841,2026-02-19,S03,Munich,P02,Snacks,4,2.1,0.0
O00842,2026-01-17,S02,Hamburg,P05,Household,3,4.98,0.0
O00843,2026-02-11,S04,Cologne,P04,Produce,9,0.87,0.0
O00844,2026-01-18,S05,Frankfurt,P02,Snacks,10,2.04,0.0
O00845,2026-03-23,S05,Frankfurt,P04,Produce,9,0.82,0.0
O00846,2026-02-14,S04,Cologne,P05,Household,4,5.84,0.0
O00847,2026-02-16,S04,Cologne,P03,Dairy,3,1.15,0.05
O00848,2026-02-14,S03,Munich,P04,Produce,9,0.72,0.0
O00849,2026-03-03,S03,Munich,P01,Beverages,7,3.71,0.0
O00850,2026-01-01,S05,Frankfurt,P03,Dairy,4,1.18,0.0
O00851,2026-02-20,S02,Hamburg,P02,Snacks,7,2.13,0.05
O00852,2026-02-24,S02,Hamburg,P05,Household,10,5.84,0.0
O00853,2026-02-06,S05,Frankfurt,P07,Bakery,5,1.47,0.0
O00854,2026-01-24,S02,Hamburg,P03,Dairy,2,1.23,0.0
O00855,2026-02-04,S05,Frankfurt,P04,Produce,4,0.77,0.15
O00856,2026-01-03,S02,Hamburg,P01,Beverages,5,3.34,0.0
O00857,2026-01-02,S02,Hamburg,P01,Beverages,3,3.16,0.1
O00858,2026-02-09,S04,Cologne,P03,Dairy,8,1.25,0.05
O00859,2026-01-19,S01,Berlin,P03,Dairy,7,1.1,0.0
O00860,2026-01-25,S03,Munich,P07,Bakery,7,1.6,0.15
O00861,2026-02-01,S04,Cologne,P07,Bakery,8,1.42,0.0
O00862,2026-01-26,S04,Cologne,P06,Frozen,2,4.22,0.0
O00863,2026-03-02,S04,Cologne,P06,Frozen,5,4.57,0.15
O00864,2026-01-06,S05,Frankfurt,P05,Household,2,5.23,0.0
O00865,2026-01-26,S03,Munich,P01,Beverages,4,3.83,0.1
O00866,2026-02-11,S01,Berlin,P02,Snacks,5,2.03,0.0
O00867,2026-02-01,S01,Berlin,P01,Beverages,10,3.7,0.0
O00868,2026-03-18,S02,Hamburg,P03,Dairy,2,1.14,0.0
O00869,2026-03-29,S05,Frankfurt,P03,Dairy,1,1.09,0.0
O00870,2026-03-31,S05,Frankfurt,P07,Bakery,2,1.39,0.15
O00871,2026-03-24,S03,Munich,P07,Bakery,8,1.57,0.1
O00872,2026-02-15,S02,Hamburg,P03,Dairy,1,1.2,0.0
O00873,2026-02-07,S05,Frankfurt,P06,Frozen,8,3.94,0.1
O00874,2026-02-11,S04,Cologne,P03,Dairy,10,1.3,0.0
O00875,2026-01-09,S05,Frankfurt,P02,Snacks,8,1.92,0.1
O00876,2026-02-28,S01,Berlin,P07,Bakery,9,1.46,0.05
O00877,2026-03-21,S03,Munich,P07,Bakery,10,1.42,0.0
O00878,2026-03-26,S05,Frankfurt,P07,Bakery,7,1.41,0.0
O00879,2026-03-12,S02,Hamburg,P05,Household,5,5.3,0.0
O00880,2026-01-15,S01,Berlin,P05,Household,2,5.0,0.0
O00881,2026-01-23,S01,Berlin,P02,Snacks,2,1.99,0.15
O00882,2026-03-24,S04,Cologne,P06,Frozen,8,4.22,0.0
O00883,2026-02-02,S01,Berlin,P03,Dairy,4,1.23,0.05
O00884,2026-03-25,S04,Cologne,P07,Bakery,2,1.49,0.0
O00885,2026-02-16,S05,Frankfurt,P06,Frozen,7,4.47,0.0
O00886,2026-01-08,S05,Frankfurt,P03,Dairy,9,1.09,0.1
O00887,2026-01-10,S02,Hamburg,P05,Household,2,5.06,0.1
O00888,2026-01-25,S02,Hamburg,P05,Household,4,5.58,0.0
O00889,2026-03-13,S05,Frankfurt,P04,Produce,2,0.84,0.0
O00890,2026-03-28,S04,Cologne,P06,Frozen,7,4.52,0.05
O00891,2026-03-12,S04,Cologne,P05,Household,6,5.67,0.0
O00892,2026-03-18,S04,Cologne,P03,Dairy,6,1.21,0.0
O00893,2026-02-17,S04,Cologne,P07,Bakery,7,1.6,0.0
O00894,2026-01-31,S05,Frankfurt,P05,Household,4,5.36,0.0
O00895,2026-02-02,S03,Munich,P04,Produce,8,0.87,0.05
O00896,2026-02-06,S05,Frankfurt,P01,Beverages,9,3.24,0.0
O00897,2026-01-01,S03,Munich,P02,Snacks,4,2.14,0.15
O00898,2026-02-05,S05,Frankfurt,P05,Household,9,5.58,0.0
O00899,2026-01-13,S01,Berlin,P04,Produce,6,0.74,0.15
O00900,2026-02-01,S02,Hamburg,P03,Dairy,5,1.1,0.0
O00901,2026-01-28,S01,Berlin,P06,Frozen,6,4.45,0.15
O00902,2026-03-31,S05,Frankfurt,P07,Bakery,2,1.53,0.0
O00903,2026-03-15,S04,Cologne,P01,Beverages,1,3.8,0.0
O00904,2026-02-25,S04,Cologne,P07,Bakery,2,1.61,0.15
O00905,2026-03-19,S01,Berlin,P06,Frozen,7,3.83,0.0
O00906,2026-02-10,S05,Frankfurt,P05,Household,3,5.31,0.0
O00907,2026-01-20,S01,Berlin,P06,Frozen,7,4.6,0.0
O00908,2026-03-15,S05,Frankfurt,P01,Beverages,4,3.45,0.0
O00909,2026-01-19,S02,Hamburg,P03,Dairy,2,1.19,0.0
O00910,2026-03-12,S04,Cologne,P03,Dairy,2,1.18,0.0
O00911,2026-03-31,S02,Hamburg,P07,Bakery,3,1.49,0.1
O00912,2026-03-25,S05,Frankfurt,P02,Snacks,9,2.05,0.0
O00913,2026-02-01,S02,Hamburg,P01,Beverages,5,3.69,0.0
O00914,2026-03-15,S01,Berlin,P01,Beverages,7,3.45,0.0
O00915,2026-02-11,S03,Munich,P05,Household,1,5.8,0.1
O00916,2026-03-20,S04,Cologne,P05,Household,3,5.43,0.0
O00917,2026-01-30,S02,Hamburg,P06,Frozen,6,3.91,0.0
O00918,2026-01-11,S01,Berlin,P06,Frozen,1,3.98,0.0
O00919,2026-01-19,S03,Munich,P01,Beverages,6,3.64,0.1
O00920,2026-03-02,S01,Berlin,P03,Dairy,4,1.26,0.15
O00921,2026-03-08,S03,Munich,P05,Household,8,5.64,0.0
O00922,2026-03-30,S01,Berlin,P04,Produce,10,0.86,0.0
O00923,2026-02-02,S02,Hamburg,P01,Beverages,5,3.29,0.0
O00924,2026-02-04,S01,Berlin,P04,Produce,1,0.73,0.0
O00925,2026-03-26,S03,Munich,P07,Bakery,2,1.36,0.0
O00926,2026-03-25,S04,Cologne,P02,Snacks,7,2.0,0.0
O00927,2026-02-10,S04,Cologne,P07,Bakery,10,1.51,0.15
O00928,2026-02-28,S05,Frankfurt,P06,Frozen,1,3.81,0.0
O00929,2026-02-09,S03,Munich,P04,Produce,7,0.84,0.15
O00930,2026-02-15,S03,Munich,P06,Frozen,5,3.98,0.0
O00931,2026-03-06,S03,Munich,P07,Bakery,1,1.54,0.0
O00932,2026-01-04,S05,Frankfurt,P03,Dairy,4,1.12,0.0
O00933,2026-03-26,S02,Hamburg,P01,Beverages,7,3.51,0.0
O00934,2026-03-22,S02,Hamburg,P04,Produce,4,0.81,0.0
O00935,2026-02-09,S05,Frankfurt,P03,Dairy,8,1.21,0.05
O00936,2026-03-16,S05,Frankfurt,P06,Frozen,4,4.5,0.0
O00937,2026-03-09,S02,Hamburg,P04,Produce,3,0.82,0.0
O00938,2026-01-21,S03,Munich,P01,Beverages,9,3.52,0.0
O00939,2026-01-24,S03,Munich,P07,Bakery,3,1.57,0.0
O00940,2026-02-22,S04,Cologne,P03,Dairy,8,1.26,0.0
O00941,2026-03-23,S03,Munich,P02,Snacks,4,1.84,0.15
O00942,2026-03-20,S03,Munich,P05,Household,10,5.62,0.0
O00943,2026-01-30,S01,Berlin,P03,Dairy,2,1.25,0.0
O00944,2026-03-06,S05,Frankfurt,P04,Produce,6,0.75,0.0
O00945,2026-03-02,S02,Hamburg,P02,Snacks,4,1.89,0.0
O00946,2026-01-02,S03,Munich,P04,Produce,4,0.84,0.0
O00947,2026-01-27,S01,Berlin,P02,Snacks,8,2.15,0.0
O00948,2026-02-11,S04,Cologne,P02,Snacks,7,1.96,0.15
O00949,2026-02-18,S03,Munich,P04,Produce,10,0.87,0.0
O00950,2026-03-10,S05,Frankfurt,P06,Frozen,1,4.22,0.0
O00951,2026-01-06,S02,Hamburg,P05,Household,9,5.39,0.0
O00952,2026-03-13,S04,Cologne,P05,Household,1,5.16,0.0
O00953,2026-02-08,S03,Munich,P04,Produce,3,0.79,0.0
O00954,2026-01-07,S05,Frankfurt,P02,Snacks,8,2.13,0.0
O00955,2026-03-06,S01,Berlin,P02,Snacks,10,2.18,0.0
O00956,2026-01-18,S04,Cologne,P04,Produce,6,0.79,0.15
O00957,2026-01-26,S04,Cologne,P01,Beverages,5,3.38,0.0
O00958,2026-01-21,S01,Berlin,P01,Beverages,2,3.64,0.0
O00959,2026-01-11,S05,Frankfurt,P06,Frozen,7,4.39,0.0
O00960,2026-03-20,S02,Hamburg,P04,Produce,9,0.78,0.0
O00961,2026-02-12,S05,Frankfurt,P07,Bakery,3,1.4,0.15
O00962,2026-01-07,S04,Cologne,P03,Dairy,5,1.26,0.0
O00963,2026-02-06,S02,Hamburg,P01,Beverages,3,3.82,0.1
O00964,2026-01-02,S04,Cologne,P04,Produce,8,0.81,0.1
O00965,2026-01-31,S02,Hamburg,P05,Household,8,5.45,0.0
O00966,2026-03-18,S05,Frankfurt,P01,Beverages,4,3.77,0.15
O00967,2026-03-13,S02,Hamburg,P01,Beverages,3,3.25,0.0
O00968,2026-01-05,S02,Hamburg,P07,Bakery,1,1.55,0.0
O00969,2026-02-08,S03,Munich,P01,Beverages,1,3.23,0.0
O00970,2026-01-21,S03,Munich,P05,Household,10,5.58,0.0
O00971,2026-02-28,S05,Frankfurt,P03,Dairy,1,1.1,0.1
O00972,2026-02-18,S01,Berlin,P07,Bakery,7,1.6,0.1
O00973,2026-01-18,S01,Berlin,P06,Frozen,5,4.06,0.0
O00974,2026-01-27,S02,Hamburg,P05,Household,1,5.07,0.0
O00975,2026-03-22,S05,Frankfurt,P01,Beverages,8,3.66,0.0
O00976,2026-02-06,S04,Cologne,P05,Household,6,5.24,0.0
O00977,2026-03-21,S03,Munich,P02,Snacks,10,2.03,0.0
O00978,2026-03-22,S04,Cologne,P04,Produce,3,0.86,0.1
O00979,2026-01-25,S01,Berlin,P01,Beverages,1,3.48,0.0
O00980,2026-01-27,S05,Frankfurt,P04,Produce,7,0.73,0.0
O00981,2026-03-23,S02,Hamburg,P01,Beverages,4,3.63,0.05
O00982,2026-02-09,S03,Munich,P05,Household,9,5.31,0.15
O00983,2026-02-12,S03,Munich,P04,Produce,10,0.82,0.05
O00984,2026-01-25,S03,Munich,P07,Bakery,6,1.63,0.0
O00985,2026-03-02,S01,Berlin,P06,Frozen,3,4.18,0.0
O00986,2026-03-10,S03,Munich,P04,Produce,7,0.87,0.15
O00987,2026-02-08,S05,Frankfurt,P06,Frozen,6,4.25,0.15
O00988,2026-03-29,S03,Munich,P07,Bakery,6,1.37,0.05
O00989,2026-02-13,S04,Cologne,P06,Frozen,9,4.49,0.0
O00990,2026-02-19,S02,Hamburg,P05,Household,2,5.9,0.0
O00991,2026-02-10,S01,Berlin,P03,Dairy,7,1.1,0.0
O00992,2026-02-17,S04,Cologne,P07,Bakery,5,1.41,0.0
O00993,2026-01-15,S03,Munich,P07,Bakery,1,1.58,0.0
O00994,2026-02-26,S05,Frankfurt,P01,Beverages,8,3.78,0.1
O00995,2026-03-03,S05,Frankfurt,P03,Dairy,6,1.11,0.0
O00996,2026-03-08,S02,Hamburg,P02,Snacks,1,1.98,0.0
O00997,2026-03-08,S01,Berlin,P01,Beverages,5,3.8,0.0
O00998,2026-03-18,S01,Berlin,P03,Dairy,8,1.29,0.15
O00999,2026-02-09,S01,Berlin,P05,Household,5,5.65,0.05
O01000,2026-01-25,S03,Munich,P03,Dairy,9,1.16,0.0
O01001,2026-01-16,S03,Munich,P02,Snacks,3,1.91,0.15
O01002,2026-03-13,S05,Frankfurt,P01,Beverages,4,3.53,0.0
O01003,2026-02-04,S02,Hamburg,P06,Frozen,5,4.26,0.1
O01004,2026-03-20,S03,Munich,P05,Household,8,5.01,0.15
O01005,2026-01-07,S01,Berlin,P04,Produce,1,0.73,0.0
O01006,2026-03-18,S05,Frankfurt,P06,Frozen,8,4.3,0.0
O01007,2026-01-26,S05,Frankfurt,P01,Beverages,8,3.55,0.15
O01008,2026-03-01,S01,Berlin,P04,Produce,5,0.83,0.0
O01009,2026-03-01,S04,Cologne,P02,Snacks,4,1.86,0.0
O01010,2026-02-03,S03,Munich,P04,Produce,3,0.83,0.0
O01011,2026-02-11,S04,Cologne,P04,Produce,1,0.73,0.1
O01012,2026-03-01,S02,Hamburg,P03,Dairy,6,1.23,0.05
O01013,2026-02-21,S01,Berlin,P03,Dairy,9,1.24,0.0
O01014,2026-03-10,S04,Cologne,P04,Produce,10,0.79,0.0
O01015,2026-03-12,S02,Hamburg,P04,Produce,7,0.73,0.15
O01016,2026-03-17,S04,Cologne,P07,Bakery,7,1.52,0.0
O01017,2026-03-30,S02,Hamburg,P02,Snacks,2,2.1,0.0
O01018,2026-03-04,S01,Berlin,P05,Household,10,5.46,0.0
O01019,2026-02-26,S02,Hamburg,P03,Dairy,7,1.1,0.15
O01020,2026-02-18,S03,Munich,P04,Produce,1,0.73,0.0
O01021,2026-03-16,S01,Berlin,P07,Bakery,3,1.55,0.0
O01022,2026-02-07,S04,Cologne,P05,Household,10,5.44,0.1
O01023,2026-02-08,S05,Frankfurt,P07,Bakery,5,1.63,0.0
O01024,2026-02-14,S01,Berlin,P05,Household,1,5.62,0.0
O01025,2026-01-17,S03,Munich,P01,Beverages,6,3.78,0.0
O01026,2026-01-01,S05,Frankfurt,P07,Bakery,6,1.38,0.05
O01027,2026-01-31,S04,Cologne,P06,Frozen,10,4.11,0.0
O01028,2026-02-18,S04,Cologne,P04,Produce,7,0.81,0.0
O01029,2026-03-02,S02,Hamburg,P02,Snacks,9,1.95,0.0
O01030,2026-02-23,S02,Hamburg,P03,Dairy,3,1.11,0.05
O01031,2026-01-19,S04,Cologne,P06,Frozen,7,4.6,0.05
O01032,2026-03-24,S04,Cologne,P07,Bakery,8,1.62,0.0
O01033,2026-02-24,S05,Frankfurt,P02,Snacks,8,2.0,0.0
O01034,2026-02-27,S04,Cologne,P03,Dairy,4,1.12,0.0
O01035,2026-03-15,S04,Cologne,P07,Bakery,4,1.56,0.15
O01036,2026-03-15,S03,Munich,P01,Beverages,1,3.55,0.0
O01037,2026-01-15,S05,Frankfurt,P04,Produce,2,0.74,0.0
O01038,2026-02-05,S04,Cologne,P05,Household,2,5.53,0.0
O01039,2026-02-01,S04,Cologne,P06,Frozen,2,4.35,0.0
O01040,2026-03-16,S03,Munich,P05,Household,1,5.94,0.0
O01041,2026-01-02,S04,Cologne,P04,Produce,9,0.86,0.0
O01042,2026-02-12,S04,Cologne,P03,Dairy,5,1.15,0.15
O01043,2026-02-08,S05,Frankfurt,P03,Dairy,1,1.23,0.0
O01044,2026-03-15,S01,Berlin,P06,Frozen,5,4.46,0.0
O01045,2026-02-06,S04,Cologne,P01,Beverages,3,3.5,0.0
O01046,2026-02-05,S03,Munich,P02,Snacks,10,1.91,0.0
O01047,2026-01-02,S01,Berlin,P05,Household,3,5.95,0.0
O01048,2026-03-26,S04,Cologne,P03,Dairy,3,1.14,0.0
O01049,2026-03-04,S02,Hamburg,P07,Bakery,9,1.61,0.0
O01050,2026-01-11,S02,Hamburg,P05,Household,3,5.87,0.0
O01051,2026-02-22,S04,Cologne,P02,Snacks,8,2.09,0.15
O01052,2026-02-14,S01,Berlin,P06,Frozen,5,4.41,0.05
O01053,2026-03-01,S04,Cologne,P04,Produce,5,0.8,0.0
O01054,2026-03-10,S02,Hamburg,P04,Produce,7,0.8,0.1
O01055,2026-01-02,S03,Munich,P07,Bakery,8,1.46,0.0
O01056,2026-03-09,S01,Berlin,P01,Beverages,9,3.6,0.0
O01057,2026-02-25,S05,Frankfurt,P06,Frozen,5,4.06,0.05
O01058,2026-02-02,S05,Frankfurt,P04,Produce,8,0.84,0.0
O01059,2026-03-28,S05,Frankfurt,P07,Bakery,4,1.51,0.0
O01060,2026-01-24,S03,Munich,P05,Household,1,5.69,0.0
O01061,2026-01-02,S04,Cologne,P01,Beverages,9,3.22,0.0
O01062,2026-01-29,S03,Munich,P03,Dairy,4,1.09,0.0
O01063,2026-01-08,S05,Frankfurt,P06,Frozen,4,4.58,0.0
O01064,2026-01-16,S01,Berlin,P07,Bakery,10,1.39,0.0
O01065,2026-03-24,S05,Frankfurt,P07,Bakery,3,1.62,0.0
O01066,2026-02-02,S03,Munich,P04,Produce,2,0.82,0.0
O01067,2026-02-05,S04,Cologne,P06,Frozen,6,4.0,0.0
O01068,2026-02-05,S01,Berlin,P04,Produce,7,0.77,0.1
O01069,2026-01-23,S04,Cologne,P01,Beverages,8,3.84,0.1
O01070,2026-01-23,S04,Cologne,P01,Beverages,3,3.53,0.0
O01071,2026-03-20,S01,Berlin,P04,Produce,5,0.74,0.15
O01072,2026-02-02,S04,Cologne,P01,Beverages,8,3.25,0.0
O01073,2026-01-05,S04,Cologne,P03,Dairy,3,1.25,0.0
O01074,2026-03-15,S01,Berlin,P05,Household,8,5.48,0.0
O01075,2026-01-09,S05,Frankfurt,P02,Snacks,1,1.95,0.0
O01076,2026-03-03,S01,Berlin,P05,Household,9,5.98,0.0
O01077,2026-03-29,S03,Munich,P04,Produce,1,0.82,0.0
O01078,2026-01-12,S03,Munich,P05,Household,6,5.04,0.0
O01079,2026-02-07,S02,Hamburg,P02,Snacks,9,1.82,0.0
O01080,2026-01-25,S03,Munich,P06,Frozen,7,4.53,0.0
O01081,2026-02-15,S04,Cologne,P01,Beverages,8,3.66,0.05
O01082,2026-01-04,S05,Frankfurt,P02,Snacks,8,1.96,0.0
O01083,2026-03-24,S03,Munich,P04,Produce,9,0.87,0.0
O01084,2026-01-03,S01,Berlin,P03,Dairy,1,1.16,0.0
O01085,2026-02-21,S01,Berlin,P02,Snacks,9,1.98,0.0
O01086,2026-03-10,S02,Hamburg,P06,Frozen,10,3.98,0.15
O01087,2026-01-19,S04,Cologne,P06,Frozen,1,4.18,0.0
O01088,2026-01-06,S02,Hamburg,P06,Frozen,3,3.79,0.0
O01089,2026-02-09,S01,Berlin,P04,Produce,10,0.75,0.0
O01090,2026-01-14,S01,Berlin,P04,Produce,10,0.85,0.05
O01091,2026-02-24,S03,Munich,P07,Bakery,7,1.45,0.0
O01092,2026-03-15,S05,Frankfurt,P02,Snacks,6,2.13,0.0
O01093,2026-01-06,S05,Frankfurt,P02,Snacks,6,1.83,0.1
O01094,2026-01-22,S03,Munich,P05,Household,3,5.43,0.0
O01095,2026-01-06,S02,Hamburg,P01,Beverages,10,3.41,0.1
O01096,2026-01-11,S01,Berlin,P01,Beverages,3,3.8,0.0
O01097,2026-03-17,S03,Munich,P04,Produce,8,0.83,0.15
O01098,2026-02-04,S05,Frankfurt,P04,Produce,7,0.76,0.15
O01099,2026-01-05,S05,Frankfurt,P02,Snacks,8,2.04,0.1
O01100,2026-02-14,S04,Cologne,P01,Beverages,9,3.31,0.15
O01101,2026-01-13,S05,Frankfurt,P03,Dairy,9,1.2,0.0
O01102,2026-03-22,S02,Hamburg,P03,Dairy,1,1.13,0.0
O01103,2026-03-29,S04,Cologne,P04,Produce,3,0.75,0.0
O01104,2026-01-07,S03,Munich,P03,Dairy,4,1.18,0.0
O01105,2026-02-28,S01,Berlin,P01,Beverages,1,3.8,0.05
O01106,2026-03-04,S05,Frankfurt,P01,Beverages,2,3.78,0.0
O01107,2026-03-17,S05,Frankfurt,P03,Dairy,7,1.13,0.0
O01108,2026-02-11,S02,Hamburg,P07,Bakery,2,1.45,0.15
O01109,2026-02-22,S02,Hamburg,P04,Produce,4,0.73,0.0
O01110,2026-01-07,S04,Cologne,P02,Snacks,4,2.17,0.0
O01111,2026-02-19,S03,Munich,P02,Snacks,8,2.09,0.0
O01112,2026-02-04,S02,Hamburg,P03,Dairy,3,1.09,0.0
O01113,2026-02-05,S02,Hamburg,P01,Beverages,8,3.47,0.1
O01114,2026-01-29,S03,Munich,P05,Household,3,5.82,0.0
O01115,2026-03-20,S02,Hamburg,P05,Household,9,5.89,0.15
O01116,2026-03-04,S02,Hamburg,P05,Household,8,5.87,0.15
O01117,2026-02-24,S02,Hamburg,P02,Snacks,6,1.97,0.15
O01118,2026-01-20,S05,Frankfurt,P01,Beverages,7,3.84,0.1
O01119,2026-03-06,S01,Berlin,P04,Produce,9,0.78,0.0
O01120,2026-03-31,S01,Berlin,P04,Produce,8,0.76,0.0
O01121,2026-01-02,S04,Cologne,P02,Snacks,3,1.94,0.05
O01122,2026-01-03,S04,Cologne,P06,Frozen,5,3.92,0.0
O01123,2026-03-15,S05,Frankfurt,P01,Beverages,8,3.47,0.15
O01124,2026-02-21,S02,Hamburg,P07,Bakery,6,1.54,0.0
O01125,2026-01-01,S01,Berlin,P04,Produce,6,0.8,0.1
O01126,2026-03-31,S05,Frankfurt,P05,Household,10,5.82,0.0
O01127,2026-01-11,S05,Frankfurt,P03,Dairy,1,1.2,0.0
O01128,2026-02-16,S01,Berlin,P01,Beverages,7,3.41,0.0
O01129,2026-02-16,S03,Munich,P02,Snacks,9,2.08,0.0
O01130,2026-01-27,S02,Hamburg,P03,Dairy,4,1.21,0.0
O01131,2026-03-16,S02,Hamburg,P07,Bakery,4,1.45,0.0
O01132,2026-03-06,S04,Cologne,P03,Dairy,1,1.1,0.0
